"customer_id","customer_code","full_name","email","region","signup_date","is_active","created_at"
"43","CUST00000043","Customer 043","customer043@example.com","NORT","2021-04-18","true","2020-01-03 03:00:00.000000"
"44","CUST00000044","Customer 044","customer044@example.com","SOUT","2021-04-29","true","2020-01-03 04:00:00.000000"
"45","CUST00000045","Customer 045","customer045@example.com","WEST","2021-05-10","true","2020-01-03 05:00:00.000000"
"46","CUST00000046","Customer 046","customer046@example.com","EAST","2021-05-21","true","2020-01-03 06:00:00.000000"
"47","CUST00000047","Customer 047","customer047@example.com","NORT","2021-06-01","true","2020-01-03 07:00:00.000000"
"48","CUST00000048","Customer 048","customer048@example.com","SOUT","2021-06-12","true","2020-01-03 08:00:00.000000"
"49","CUST00000049","Customer 049","customer049@example.com","WEST","2021-06-23","true","2020-01-03 09:00:00.000000"
"50","CUST00000050","Customer 050","customer050@example.com","EAST","2021-07-04","false","2020-01-03 10:00:00.000000"
"51","CUST00000051","Customer 051","customer051@example.com","NORT","2021-07-15","true","2020-01-03 11:00:00.000000"
"52","CUST00000052","Customer 052","customer052@example.com","SOUT","2021-07-26","true","2020-01-03 12:00:00.000000"
"53","CUST00000053","Customer 053","customer053@example.com","WEST","2021-08-06","true","2020-01-03 13:00:00.000000"
"54","CUST00000054","Customer 054","customer054@example.com","EAST","2021-08-17","true","2020-01-03 14:00:00.000000"
"55","CUST00000055","Customer 055","customer055@example.com","NORT","2021-08-28","true","2020-01-03 15:00:00.000000"
"56","CUST00000056","Customer 056","customer056@example.com","SOUT","2021-09-08","true","2020-01-03 16:00:00.000000"
"57","CUST00000057","Customer 057","customer057@example.com","WEST","2021-09-19","true","2020-01-03 17:00:00.000000"
"58","CUST00000058","Customer 058","customer058@example.com","EAST","2021-09-30","true","2020-01-03 18:00:00.000000"
"59","CUST00000059","Customer 059","customer059@example.com","NORT","2021-10-11","true","2020-01-03 19:00:00.000000"
"60","CUST00000060","Customer 060","customer060@example.com","SOUT","2021-10-22","false","2020-01-03 20:00:00.000000"
"61","CUST00000061","Customer 061","customer061@example.com","WEST","2021-11-02","true","2020-01-03 21:00:00.000000"
"62","CUST00000062","Customer 062","customer062@example.com","EAST","2021-11-13","true","2020-01-03 22:00:00.000000"
"63","CUST00000063","Customer 063","customer063@example.com","NORT","2021-11-24","true","2020-01-03 23:00:00.000000"
"64","CUST00000064","Customer 064","customer064@example.com","SOUT","2021-12-05","true","2020-01-04 00:00:00.000000"
"65","CUST00000065","Customer 065","customer065@example.com","WEST","2021-12-16","true","2020-01-04 01:00:00.000000"
"66","CUST00000066","Customer 066","customer066@example.com","EAST","2021-12-27","true","2020-01-04 02:00:00.000000"
"67","CUST00000067","Customer 067","customer067@example.com","NORT","2022-01-07","true","2020-01-04 03:00:00.000000"
"68","CUST00000068","Customer 068","customer068@example.com","SOUT","2022-01-18","true","2020-01-04 04:00:00.000000"
"69","CUST00000069","Customer 069","customer069@example.com","WEST","2022-01-29","true","2020-01-04 05:00:00.000000"
"70","CUST00000070","Customer 070","customer070@example.com","EAST","2022-02-09","false","2020-01-04 06:00:00.000000"
"71","CUST00000071","Customer 071","customer071@example.com","NORT","2022-02-20","true","2020-01-04 07:00:00.000000"
"72","CUST00000072","Customer 072","customer072@example.com","SOUT","2022-03-03","true","2020-01-04 08:00:00.000000"
"73","CUST00000073","Customer 073","customer073@example.com","WEST","2022-03-14","true","2020-01-04 09:00:00.000000"
"74","CUST00000074","Customer 074","customer074@example.com","EAST","2022-03-25","true","2020-01-04 10:00:00.000000"
"75","CUST00000075","Customer 075","customer075@example.com","NORT","2022-04-05","true","2020-01-04 11:00:00.000000"
"76","CUST00000076","Customer 076","customer076@example.com","SOUT","2022-04-16","true","2020-01-04 12:00:00.000000"
"77","CUST00000077","Customer 077","customer077@example.com","WEST","2022-04-27","true","2020-01-04 13:00:00.000000"
"78","CUST00000078","Customer 078","customer078@example.com","EAST","2022-05-08","true","2020-01-04 14:00:00.000000"
"79","CUST00000079","Customer 079","customer079@example.com","NORT","2022-05-19","true","2020-01-04 15:00:00.000000"
"80","CUST00000080","Customer 080","customer080@example.com","SOUT","2022-05-30","false","2020-01-04 16:00:00.000000"
"81","CUST00000081","Customer 081","customer081@example.com","WEST","2022-06-10","true","2020-01-04 17:00:00.000000"
"82","CUST00000082","Customer 082","customer082@example.com","EAST","2022-06-21","true","2020-01-04 18:00:00.000000"
"83","CUST00000083","Customer 083","customer083@example.com","NORT","2022-07-02","true","2020-01-04 19:00:00.000000"
"84","CUST00000084","Customer 084","customer084@example.com","SOUT","2022-07-13","true","2020-01-04 20:00:00.000000"
"85","CUST00000085","Customer 085","customer085@example.com","WEST","2022-07-24","true","2020-01-04 21:00:00.000000"
"86","CUST00000086","Customer 086","customer086@example.com","EAST","2022-08-04","true","2020-01-04 22:00:00.000000"
"87","CUST00000087","Customer 087","customer087@example.com","NORT","2022-08-15","true","2020-01-04 23:00:00.000000"
"88","CUST00000088","Customer 088","customer088@example.com","SOUT","2022-08-26","true","2020-01-05 00:00:00.000000"
"89","CUST00000089","Customer 089","customer089@example.com","WEST","2022-09-06","true","2020-01-05 01:00:00.000000"
"90","CUST00000090","Customer 090","customer090@example.com","EAST","2022-09-17","false","2020-01-05 02:00:00.000000"
"91","CUST00000091","Customer 091","customer091@example.com","NORT","2022-09-28","true","2020-01-05 03:00:00.000000"
"92","CUST00000092","Customer 092","customer092@example.com","SOUT","2022-10-09","true","2020-01-05 04:00:00.000000"
"93","CUST00000093","Customer 093","customer093@example.com","WEST","2022-10-20","true","2020-01-05 05:00:00.000000"
"94","CUST00000094","Customer 094","customer094@example.com","EAST","2022-10-31","true","2020-01-05 06:00:00.000000"
"95","CUST00000095","Customer 095","customer095@example.com","NORT","2022-11-11","true","2020-01-05 07:00:00.000000"
"96","CUST00000096","Customer 096","customer096@example.com","SOUT","2022-11-22","true","2020-01-05 08:00:00.000000"
"97","CUST00000097","Customer 097","customer097@example.com","WEST","2022-12-03","true","2020-01-05 09:00:00.000000"
"98","CUST00000098","Customer 098","customer098@example.com","EAST","2022-12-14","true","2020-01-05 10:00:00.000000"
"99","CUST00000099","Customer 099","customer099@example.com","NORT","2022-12-25","true","2020-01-05 11:00:00.000000"
"100","CUST00000100","Customer 100","customer100@example.com","SOUT","2023-01-05","false","2020-01-05 12:00:00.000000"
"101","CUST00000101","Customer 101","customer101@example.com","WEST","2023-01-16","true","2020-01-05 13:00:00.000000"
"102","CUST00000102","Customer 102","customer102@example.com","EAST","2023-01-27","true","2020-01-05 14:00:00.000000"
"103","CUST00000103","Customer 103","customer103@example.com","NORT","2023-02-07","true","2020-01-05 15:00:00.000000"
"104","CUST00000104","Customer 104","customer104@example.com","SOUT","2023-02-18","true","2020-01-05 16:00:00.000000"
"105","CUST00000105","Customer 105","customer105@example.com","WEST","2023-03-01","true","2020-01-05 17:00:00.000000"
"106","CUST00000106","Customer 106","customer106@example.com","EAST","2023-03-12","true","2020-01-05 18:00:00.000000"
"107","CUST00000107","Customer 107","customer107@example.com","NORT","2023-03-23","true","2020-01-05 19:00:00.000000"
"108","CUST00000108","Customer 108","customer108@example.com","SOUT","2023-04-03","true","2020-01-05 20:00:00.000000"
"109","CUST00000109","Customer 109","customer109@example.com","WEST","2023-04-14","true","2020-01-05 21:00:00.000000"
"110","CUST00000110","Customer 110","customer110@example.com","EAST","2020-01-11","false","2020-01-05 22:00:00.000000"
"111","CUST00000111","Customer 111","customer111@example.com","NORT","2020-01-22","true","2020-01-05 23:00:00.000000"
"112","CUST00000112","Customer 112","customer112@example.com","SOUT","2020-02-02","true","2020-01-06 00:00:00.000000"
"113","CUST00000113","Customer 113","customer113@example.com","WEST","2020-02-13","true","2020-01-06 01:00:00.000000"
"114","CUST00000114","Customer 114","customer114@example.com","EAST","2020-02-24","true","2020-01-06 02:00:00.000000"
"115","CUST00000115","Customer 115","customer115@example.com","NORT","2020-03-06","true","2020-01-06 03:00:00.000000"
"116","CUST00000116","Customer 116","customer116@example.com","SOUT","2020-03-17","true","2020-01-06 04:00:00.000000"
"117","CUST00000117","Customer 117","customer117@example.com","WEST","2020-03-28","true","2020-01-06 05:00:00.000000"
"118","CUST00000118","Customer 118","customer118@example.com","EAST","2020-04-08","true","2020-01-06 06:00:00.000000"
"119","CUST00000119","Customer 119","customer119@example.com","NORT","2020-04-19","true","2020-01-06 07:00:00.000000"
"120","CUST00000120","Customer 120","customer120@example.com","SOUT","2020-04-30","false","2020-01-06 08:00:00.000000"
"121","CUST00000121","Customer 121","customer121@example.com","WEST","2020-05-11","true","2020-01-06 09:00:00.000000"
"122","CUST00000122","Customer 122","customer122@example.com","EAST","2020-05-22","true","2020-01-06 10:00:00.000000"
"123","CUST00000123","Customer 123","customer123@example.com","NORT","2020-06-02","true","2020-01-06 11:00:00.000000"
"124","CUST00000124","Customer 124","customer124@example.com","SOUT","2020-06-13","true","2020-01-06 12:00:00.000000"
"125","CUST00000125","Customer 125","customer125@example.com","WEST","2020-06-24","true","2020-01-06 13:00:00.000000"
"126","CUST00000126","Customer 126","customer126@example.com","EAST","2020-07-05","true","2020-01-06 14:00:00.000000"
"127","CUST00000127","Customer 127","customer127@example.com","NORT","2020-07-16","true","2020-01-06 15:00:00.000000"
"128","CUST00000128","Customer 128","customer128@example.com","SOUT","2020-07-27","true","2020-01-06 16:00:00.000000"
"129","CUST00000129","Customer 129","customer129@example.com","WEST","2020-08-07","true","2020-01-06 17:00:00.000000"
"130","CUST00000130","Customer 130","customer130@example.com","EAST","2020-08-18","false","2020-01-06 18:00:00.000000"
"131","CUST00000131","Customer 131","customer131@example.com","NORT","2020-08-29","true","2020-01-06 19:00:00.000000"
"132","CUST00000132","Customer 132","customer132@example.com","SOUT","2020-09-09","true","2020-01-06 20:00:00.000000"
"133","CUST00000133","Customer 133","customer133@example.com","WEST","2020-09-20","true","2020-01-06 21:00:00.000000"
"134","CUST00000134","Customer 134","customer134@example.com","EAST","2020-10-01","true","2020-01-06 22:00:00.000000"
"135","CUST00000135","Customer 135","customer135@example.com","NORT","2020-10-12","true","2020-01-06 23:00:00.000000"
"136","CUST00000136","Customer 136","customer136@example.com","SOUT","2020-10-23","true","2020-01-07 00:00:00.000000"
"137","CUST00000137","Customer 137","customer137@example.com","WEST","2020-11-03","true","2020-01-07 01:00:00.000000"
"138","CUST00000138","Customer 138","customer138@example.com","EAST","2020-11-14","true","2020-01-07 02:00:00.000000"
"139","CUST00000139","Customer 139","customer139@example.com","NORT","2020-11-25","true","2020-01-07 03:00:00.000000"
"140","CUST00000140","Customer 140","customer140@example.com","SOUT","2020-12-06","false","2020-01-07 04:00:00.000000"
"141","CUST00000141","Customer 141","customer141@example.com","WEST","2020-12-17","true","2020-01-07 05:00:00.000000"
"142","CUST00000142","Customer 142","customer142@example.com","EAST","2020-12-28","true","2020-01-07 06:00:00.000000"
"143","CUST00000143","Customer 143","customer143@example.com","NORT","2021-01-08","true","2020-01-07 07:00:00.000000"
"144","CUST00000144","Customer 144","customer144@example.com","SOUT","2021-01-19","true","2020-01-07 08:00:00.000000"
"145","CUST00000145","Customer 145","customer145@example.com","WEST","2021-01-30","true","2020-01-07 09:00:00.000000"
"146","CUST00000146","Customer 146","customer146@example.com","EAST","2021-02-10","true","2020-01-07 10:00:00.000000"
"147","CUST00000147","Customer 147","customer147@example.com","NORT","2021-02-21","true","2020-01-07 11:00:00.000000"
"148","CUST00000148","Customer 148","customer148@example.com","SOUT","2021-03-04","true","2020-01-07 12:00:00.000000"
"149","CUST00000149","Customer 149","customer149@example.com","WEST","2021-03-15","true","2020-01-07 13:00:00.000000"
"150","CUST00000150","Customer 150","customer150@example.com","EAST","2021-03-26","false","2020-01-07 14:00:00.000000"
"151","CUST00000151","Customer 151","customer151@example.com","NORT","2021-04-06","true","2020-01-07 15:00:00.000000"
"152","CUST00000152","Customer 152","customer152@example.com","SOUT","2021-04-17","true","2020-01-07 16:00:00.000000"
"153","CUST00000153","Customer 153","customer153@example.com","WEST","2021-04-28","true","2020-01-07 17:00:00.000000"
"154","CUST00000154","Customer 154","customer154@example.com","EAST","2021-05-09","true","2020-01-07 18:00:00.000000"
"155","CUST00000155","Customer 155","customer155@example.com","NORT","2021-05-20","true","2020-01-07 19:00:00.000000"
"156","CUST00000156","Customer 156","customer156@example.com","SOUT","2021-05-31","true","2020-01-07 20:00:00.000000"
"157","CUST00000157","Customer 157","customer157@example.com","WEST","2021-06-11","true","2020-01-07 21:00:00.000000"
"158","CUST00000158","Customer 158","customer158@example.com","EAST","2021-06-22","true","2020-01-07 22:00:00.000000"
"159","CUST00000159","Customer 159","customer159@example.com","NORT","2021-07-03","true","2020-01-07 23:00:00.000000"
"160","CUST00000160","Customer 160","customer160@example.com","SOUT","2021-07-14","false","2020-01-08 00:00:00.000000"
"161","CUST00000161","Customer 161","customer161@example.com","WEST","2021-07-25","true","2020-01-08 01:00:00.000000"
"162","CUST00000162","Customer 162","customer162@example.com","EAST","2021-08-05","true","2020-01-08 02:00:00.000000"
"163","CUST00000163","Customer 163","customer163@example.com","NORT","2021-08-16","true","2020-01-08 03:00:00.000000"
"164","CUST00000164","Customer 164","customer164@example.com","SOUT","2021-08-27","true","2020-01-08 04:00:00.000000"
"165","CUST00000165","Customer 165","customer165@example.com","WEST","2021-09-07","true","2020-01-08 05:00:00.000000"
"166","CUST00000166","Customer 166","customer166@example.com","EAST","2021-09-18","true","2020-01-08 06:00:00.000000"
"167","CUST00000167","Customer 167","customer167@example.com","NORT","2021-09-29","true","2020-01-08 07:00:00.000000"
"168","CUST00000168","Customer 168","customer168@example.com","SOUT","2021-10-10","true","2020-01-08 08:00:00.000000"
"169","CUST00000169","Customer 169","customer169@example.com","WEST","2021-10-21","true","2020-01-08 09:00:00.000000"
"170","CUST00000170","Customer 170","customer170@example.com","EAST","2021-11-01","false","2020-01-08 10:00:00.000000"
"171","CUST00000171","Customer 171","customer171@example.com","NORT","2021-11-12","true","2020-01-08 11:00:00.000000"
"172","CUST00000172","Customer 172","customer172@example.com","SOUT","2021-11-23","true","2020-01-08 12:00:00.000000"
"173","CUST00000173","Customer 173","customer173@example.com","WEST","2021-12-04","true","2020-01-08 13:00:00.000000"
"174","CUST00000174","Customer 174","customer174@example.com","EAST","2021-12-15","true","2020-01-08 14:00:00.000000"
"175","CUST00000175","Customer 175","customer175@example.com","NORT","2021-12-26","true","2020-01-08 15:00:00.000000"
"176","CUST00000176","Customer 176","customer176@example.com","SOUT","2022-01-06","true","2020-01-08 16:00:00.000000"
"177","CUST00000177","Customer 177","customer177@example.com","WEST","2022-01-17","true","2020-01-08 17:00:00.000000"
"178","CUST00000178","Customer 178","customer178@example.com","EAST","2022-01-28","true","2020-01-08 18:00:00.000000"
"179","CUST00000179","Customer 179","customer179@example.com","NORT","2022-02-08","true","2020-01-08 19:00:00.000000"
"180","CUST00000180","Customer 180","customer180@example.com","SOUT","2022-02-19","false","2020-01-08 20:00:00.000000"
"181","CUST00000181","Customer 181","customer181@example.com","WEST","2022-03-02","true","2020-01-08 21:00:00.000000"
"182","CUST00000182","Customer 182","customer182@example.com","EAST","2022-03-13","true","2020-01-08 22:00:00.000000"
"183","CUST00000183","Customer 183","customer183@example.com","NORT","2022-03-24","true","2020-01-08 23:00:00.000000"
"184","CUST00000184","Customer 184","customer184@example.com","SOUT","2022-04-04","true","2020-01-09 00:00:00.000000"
"185","CUST00000185","Customer 185","customer185@example.com","WEST","2022-04-15","true","2020-01-09 01:00:00.000000"
"186","CUST00000186","Customer 186","customer186@example.com","EAST","2022-04-26","true","2020-01-09 02:00:00.000000"
"187","CUST00000187","Customer 187","customer187@example.com","NORT","2022-05-07","true","2020-01-09 03:00:00.000000"
"188","CUST00000188","Customer 188","customer188@example.com","SOUT","2022-05-18","true","2020-01-09 04:00:00.000000"
"189","CUST00000189","Customer 189","customer189@example.com","WEST","2022-05-29","true","2020-01-09 05:00:00.000000"
"190","CUST00000190","Customer 190","customer190@example.com","EAST","2022-06-09","false","2020-01-09 06:00:00.000000"
"191","CUST00000191","Customer 191","customer191@example.com","NORT","2022-06-20","true","2020-01-09 07:00:00.000000"
"192","CUST00000192","Customer 192","customer192@example.com","SOUT","2022-07-01","true","2020-01-09 08:00:00.000000"
"193","CUST00000193","Customer 193","customer193@example.com","WEST","2022-07-12","true","2020-01-09 09:00:00.000000"
"194","CUST00000194","Customer 194","customer194@example.com","EAST","2022-07-23","true","2020-01-09 10:00:00.000000"
"195","CUST00000195","Customer 195","customer195@example.com","NORT","2022-08-03","true","2020-01-09 11:00:00.000000"
"196","CUST00000196","Customer 196","customer196@example.com","SOUT","2022-08-14","true","2020-01-09 12:00:00.000000"
"197","CUST00000197","Customer 197","customer197@example.com","WEST","2022-08-25","true","2020-01-09 13:00:00.000000"
"198","CUST00000198","Customer 198","customer198@example.com","EAST","2022-09-05","true","2020-01-09 14:00:00.000000"
"199","CUST00000199","Customer 199","customer199@example.com","NORT","2022-09-16","true","2020-01-09 15:00:00.000000"
"200","CUST00000200","Customer 200","customer200@example.com","SOUT","2022-09-27","false","2020-01-09 16:00:00.000000"
